"STATION","NAME","DATE","DAPR","MDPR","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV03","WV07","WV20"
"USW00023183","PHOENIX AIRPORT, AZ US","1989-11-29",,,"0.00",,"0.0","0.0",,"65","52",,"  609",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-11-30",,,"0.00",,"0.0","0.0",,"66","45",,"  607",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-01",,,"0.00",,"0.0","0.0",,"69","44",,"  606",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-02",,,"0.00",,"0.0","0.0",,"74","49",,"  605",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-03",,,"0.00",,"0.0","0.0",,"73","57",,"  605",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-04",,,"0.00",,"0.0","0.0",,"74","47",,"  604",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-05",,,"0.00",,"0.0","0.0",,"75","45",,"  603",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-06",,,"0.00",,"0.0","0.0",,"71","47",,"  602",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-07",,,"0.00",,"0.0","0.0",,"75","44",,"  601",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-08",,,"0.00",,"0.0","0.0",,"74","48",,"  601",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-09",,,"0.00",,"0.0","0.0",,"75","47",,"  600",,,,,,,,"    1",,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-10",,,"0.00",,"0.0","0.0",,"71","43",,"  600",,,,,,,,"    1",,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-11",,,"0.00",,"0.0","0.0",,"62","43",,"  599",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-12",,,"0.00",,"0.0","0.0",,"61","36",,"  599",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-13",,,"0.00",,"0.0","0.0",,"63","37",,"  531",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-14",,,"0.00",,"0.0","0.0",,"68","37",,"  597",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-15",,,"0.00",,"0.0","0.0",,"64","39",,"  511",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-16",,,"0.00",,"0.0","0.0",,"65","46",,"  399",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-17",,,"0.00",,"0.0","0.0",,"65","37",,"  597",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-18",,,"0.00",,"0.0","0.0",,"67","42",,"  596",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-19",,,"0.00",,"0.0","0.0",,"68","44",,"  567",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-20",,,"0.00",,"0.0","0.0",,"69","43",,"  596",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-21",,,"0.00",,"0.0","0.0",,"66","44",,"  483",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-22",,,"0.00",,"0.0","0.0",,"70","41",,"  596",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-23",,,"0.00",,"0.0","0.0",,"74","48",,"  570",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-24",,,"0.00",,"0.0","0.0",,"76","45",,"  480",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-25",,,"0.00",,"0.0","0.0",,"76","48",,"  515",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-26",,,"0.00",,"0.0","0.0",,"73","46",,"  381",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-27",,,"0.00",,"0.0","0.0",,"71","47",,"  466",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-28",,,"0.02",,"0.0","0.0",,"71","51",,"  463",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-29",,,"0.17",,"0.0","0.0",,"62","49",,"  397",,,,,,,,,,"    1",,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-30",,,"0.00",,"0.0","0.0",,"64","42",,"  598",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1989-12-31",,,"0.00",,"0.0","0.0",,"67","40",,"  598",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-01",,,"0.00",,"0.0","0.0",,"68","42",,"  599",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-02",,,"0.16",,"0.0","0.0",,"66","43",,"  238",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-03",,,"0.03",,"0.0","0.0",,"55","42",,"  574",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-04",,,"0.00",,"0.0","0.0",,"59","36",,"  601",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-05",,,"0.00",,"0.0","0.0",,"61","36",,"  601",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-06",,,"0.00",,"0.0","0.0",,"65","40",,"  602",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-07",,,"0.00",,"0.0","0.0",,"62","39",,"  572",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-08",,,"0.00",,"0.0","0.0",,"68","40",,"  604",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-09",,,"0.00",,"0.0","0.0",,"73","44",,"  604",,,,,,,,"    1",,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-10",,,"0.00",,"0.0","0.0",,"84","48",,"  606",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-11",,,"0.00",,"0.0","0.0",,"82","54",,"  606",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-12",,,"0.00",,"0.0","0.0",,"78","52",,"  496",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-13",,,"0.00",,"0.0","0.0",,"75","57",,"  485",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-14",,,"0.00",,"0.0","0.0",,"71","49",,"  547",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-15",,,"0.03",,"0.0","0.0",,"66","51",,"  448",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-16",,,"0.00",,"0.0","0.0",,"63","46",,"  537",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-17",,,"0.57",,"0.0","0.0",,"57","43",,"  130",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-18",,,"0.01",,"0.0","0.0",,"52","42",,"  139",,,,,,,,,,,,,"    1","    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-19",,,"0.00",,"0.0","0.0",,"55","37",,"  529",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-20",,,"0.00",,"0.0","0.0",,"59","37",,"  617",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-21",,,"0.00",,"0.0","0.0",,"69","39",,"  530",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-22",,,"0.00",,"0.0","0.0",,"67","51",,"   32",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-23",,,"0.00",,"0.0","0.0",,"73","47",,"  599",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-24",,,"0.00",,"0.0","0.0",,"72","46",,"  623",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-25",,,"0.00",,"0.0","0.0",,"70","41",,"  624",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-26",,,"0.00",,"0.0","0.0",,"70","43",,"  553",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-27",,,"0.00",,"0.0","0.0",,"68","40",,"  611",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-28",,,"0.00",,"0.0","0.0",,"66","38",,"  628",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-29",,,"0.00",,"0.0","0.0",,"70","40",,"  630",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-30",,,"0.00",,"0.0","0.0",,"71","44",,"  556",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-01-31",,,"0.00",,"0.0","0.0",,"70","53",,"  360",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-01",,,"0.31",,"0.0","0.0",,"57","44",,"    0",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-02",,,"0.00",,"0.0","0.0",,"59","43",,"  622",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-03",,,"0.00",,"0.0","0.0",,"62","39",,"  638",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-04",,,"0.00",,"0.0","0.0",,"69","42",,"  546",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-05",,,"0.00",,"0.0","0.0",,"61","44",,"  604",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-06",,,"0.00",,"0.0","0.0",,"69","42",,"  643",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-07",,,"0.00",,"0.0","0.0",,"70","45",,"  542",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-08",,,"0.04",,"0.0","0.0",,"58","52",,"   55",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-09",,,"0.00",,"0.0","0.0",,"64","46",,"  596",,"    1",,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-10",,,"0.00",,"0.0","0.0",,"68","42",,"  651",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-11",,,"0.00",,"0.0","0.0",,"77","45",,"  608",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-12",,,"0.00",,"0.0","0.0",,"69","52",,"   76",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-13",,,"0.00",,"0.0","0.0",,"71","50",,"  365",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-14",,,"0.00",,"0.0","0.0",,"61","39",,"  255",,,,,,,"    1",,,,,,"    1","    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-15",,,"0.00",,"0.0","0.0",,"50","32",,"  660",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-16",,,"0.00",,"0.0","0.0",,"57","32",,"  662",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-17",,,"0.00",,"0.0","0.0",,"68","37",,"  664",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-18",,,"0.00",,"0.0","0.0",,"68","42",,"  434",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-19",,,"0.35",,"0.0","0.0",,"56","41",,"  262",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-20",,,"0.00",,"0.0","0.0",,"59","37",,"  640",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-21",,,"0.00",,"0.0","0.0",,"64","43",,"  529",,,,,,,,"    1",,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-22",,,"0.00",,"0.0","0.0",,"74","43",,"  674",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-23",,,"0.00",,"0.0","0.0",,"79","48",,"  676",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-24",,,"0.00",,"0.0","0.0",,"85","52",,"  677",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-25",,,"0.00",,"0.0","0.0",,"85","57",,"  534",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-26",,,"0.00",,"0.0","0.0",,"83","60",,"  398",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-27",,,"0.00",,"0.0","0.0",,"82","58",,"  408",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-02-28",,,"0.00",,"0.0","0.0",,"81","55",,"  686",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-01",,,"0.00",,"0.0","0.0",,"78","59",,"  649",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-02",,,"0.00",,"0.0","0.0",,"80","59",,"  545",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-03",,,"0.00",,"0.0","0.0",,"78","62",,"  511",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-04",,,"0.00",,"0.0","0.0",,"82","55",,"  658",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-05",,,"0.00",,"0.0","0.0",,"69","53",,"  689",,,,,,,"    1",,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-06",,,"0.00",,"0.0","0.0",,"70","48",,"  698",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-07",,,"0.00",,"0.0","0.0",,"74","49",,"  700",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-08",,,"0.00",,"0.0","0.0",,"80","51",,"  589",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-09",,,"0.00",,"0.0","0.0",,"77","56",,"  461",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-10",,,"0.17",,"0.0","0.0",,"61","52",,"  374",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-11",,,"0.10",,"0.0","0.0",,"64","49",,"  398",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-12",,,"0.03",,"0.0","0.0",,"64","47",,"  655",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-13",,,"0.00",,"0.0","0.0",,"62","44",,"  637",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-14",,,"0.00",,"0.0","0.0",,"63","40",,"  714",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-15",,,"0.00",,"0.0","0.0",,"74","42",,"  716",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-16",,,"0.00",,"0.0","0.0",,"75","49",,"  698",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-17",,,"0.00",,"0.0","0.0",,"84","52",,"  677",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-18",,,"0.00",,"0.0","0.0",,"87","55",,"  722",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-19",,,"0.00",,"0.0","0.0",,"91","57",,"  710",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-20",,,"0.00",,"0.0","0.0",,"91","65",,"  633",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-21",,,"0.00",,"0.0","0.0",,"92","63",,"  667",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-22",,,"0.00",,"0.0","0.0",,"94","62",,"  731",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-23",,,"0.00",,"0.0","0.0",,"93","63",,"  733",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-24",,,"0.00",,"0.0","0.0",,"94","64",,"  666",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-25",,,"0.00",,"0.0","0.0",,"93","64",,"  702",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-26",,,"0.00",,"0.0","0.0",,"93","66",,"  580",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-27",,,"0.00",,"0.0","0.0",,"85","67",,"  669",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-28",,,"0.00",,"0.0","0.0",,"78","60",,"  690",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-29",,,"0.04",,"0.0","0.0",,"72","55",,"  534",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-30",,,"0.01",,"0.0","0.0",,"77","54",,"  626",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-03-31",,,"0.00",,"0.0","0.0",,"70","55",,"  489",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-01",,,"0.00",,"0.0","0.0",,"77","54",,"  611",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-02",,,"0.00",,"0.0","0.0",,"82","56",,"  666",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-03",,,"0.00",,"0.0","0.0",,"86","58",,"  749",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-04",,,"0.00",,"0.0","0.0",,"84","63",,"  657",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-05",,,"0.00",,"0.0","0.0",,"81","63",,"  735",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-06",,,"0.00",,"0.0","0.0",,"86","63",,"  712",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-07",,,"0.00",,"0.0","0.0",,"83","65",,"  680",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-08",,,"0.00",,"0.0","0.0",,"85","63",,"  766",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-09",,,"0.00",,"0.0","0.0",,"86","61",,"  769",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-10",,,"0.00",,"0.0","0.0",,"93","63",,"  742",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-11",,,"0.00",,"0.0","0.0",,"95","65",,"  772",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-12",,,"0.00",,"0.0","0.0",,"98","64",,"  774",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-13",,,"0.00",,"0.0","0.0",,"98","66",,"  777",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-14",,,"0.00",,"0.0","0.0",,"98","68",,"  745",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-15",,,"0.00",,"0.0","0.0",,"100","67",,"  770",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-16",,,"0.00",,"0.0","0.0",,"91","68",,"  719",,,,,,,"    1",,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-17",,,"0.00",,"0.0","0.0",,"81","65",,"  736",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-18",,,"0.00",,"0.0","0.0",,"82","61",,"  712",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-19",,,"0.00",,"0.0","0.0",,"88","63",,"  762",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-20",,,"0.00",,"0.0","0.0",,"94","64",,"  752",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-21",,,"0.00",,"0.0","0.0",,"94","68",,"  763",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-22",,,"0.00",,"0.0","0.0",,"89","67",,"  736",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-23",,,"0.00",,"0.0","0.0",,"86","66",,"  769",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-24",,,"0.17",,"0.0","0.0",,"72","58",,"  612",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-25",,,"0.00",,"0.0","0.0",,"81","58",,"  757",,,,,,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-26",,,"0.00",,"0.0","0.0",,"92","62",,"  801",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-27",,,"0.00",,"0.0","0.0",,"97","67",,"  775",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-28",,,"0.00",,"0.0","0.0",,"98","70",,"  764",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-29",,,"0.00",,"0.0","0.0",,"92","73",,"  780",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-04-30",,,"0.00",,"0.0","0.0",,"83","67",,"  732",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-01",,,"0.02",,"0.0","0.0",,"80","61",,"  770",,,,"    1",,,,,,,,,,"    1",,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-02",,,"0.00",,"0.0","0.0",,"82","60",,"  787",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-03",,,"0.00",,"0.0","0.0",,"91","62",,"  795",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-04",,,"0.00",,"0.0","0.0",,"94","71",,"  786",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-05",,,"0.00",,"0.0","0.0",,"96","74",,"  817",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-06",,,"0.00",,"0.0","0.0",,"94","74",,"  819",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-07",,,"0.00",,"0.0","0.0",,"99","71",,"  802",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-08",,,"0.00",,"0.0","0.0",,"98","72",,"  821",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-09",,,"0.00",,"0.0","0.0",,"98","69",,"  823",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-10",,,"0.00",,"0.0","0.0",,"94","71",,"  794",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-11",,,"0.00",,"0.0","0.0",,"85","65",,"  827",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-12",,,"0.00",,"0.0","0.0",,"92","65",,"  828",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-13",,,"0.00",,"0.0","0.0",,"95","67",,"  830",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-14",,,"0.00",,"0.0","0.0",,"96","70",,"  831",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-15",,,"0.00",,"0.0","0.0",,"93","67",,"  833",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-16",,,"0.00",,"0.0","0.0",,"96","67",,"  834",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-17",,,"0.00",,"0.0","0.0",,"101","70",,"  816",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-18",,,"0.00",,"0.0","0.0",,"93","73",,"  804",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-19",,,"0.00",,"0.0","0.0",,"88","67",,"  791",,,,,,,,,,,,,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","1990-05-20",,,"0.00",,"0.0","0.0",,"91","64",,"  839",,,,,,,,,,,,,,,,,,,
